time;dark_mean;dark_errorbar;dark_sem;light_mean;light_errorbar;light_sem
03:00;94.7260025;105.6271443;10.9011418;81.09857935;70.40707489;10.69150446
03:31;95.05913167;105.1207282;10.06159653;69.89966289;58.99852109;10.9011418
04:00;93.28891611;102.0946804;8.80576428;72.11454863;61.84331476;10.27123387
