time;dark_mean;dark_errorbar;dark_sem;light_mean;light_errorbar;light_sem
03:00;111.2680824;121.7440365;10.47595405;58.12371646;48.22053215;9.903184311
03:30;77.14698382;94.67175194;17.52476812;38.10024599;32.00514545;6.095100539
04:00;110.262463;121.8812484;11.6187854;40.35792467;35.59477331;4.763151362
